@title,BFS
هذا الاستبيان مصمم لفحص التأثير الذي قد تحدثه قدمك على صحتك وأسلوب حياتك. لا توجد إجابات صحيحة أو خاطئة. يرجى قراءة كل سؤال بعناية وتحديد الإجابة التي تناسبك.
1-هل تؤثر مشاكل قدميك على قدرتك على الخروج من المنزل لزيارة الأقارب والأصدقاء؟ (يرجى تحديد خانة واحدة فقط),9- لا ينطبق لأنني أختار عدم القيام بذلك,5- قدمي تسبب لي مشكلة خطيرة جدًا,4- قدمي تسبب لي مشكلة كبيرة,3- قدمي تسبب لي مشكلة معتدلة,2- قدمي تسبب لي مشكلة بسيطة,1- قدمي لا تسبب لي أي مشكلة
2-هل تؤثر مشاكل قدميك على قدرتك على المشي إلى المتجر؟ (يرجى تحديد خانة واحدة فقط),9- لا ينطبق لأنني أختار عدم القيام بذلك,5- قدمي تسبب لي مشكلة خطيرة جدًا,4- قدمي تسبب لي مشكلة كبيرة,3- قدمي تسبب لي مشكلة معتدلة,2- قدمي تسبب لي مشكلة بسيطة,1- قدمي لا تسبب لي أي مشكلة
3-هل تؤثر مشاكل قدميك على قدرتك على الوقوف بثبات؟ (يرجى تحديد خانة واحدة فقط),9- لا ينطبق لأنني أختار عدم القيام بذلك,5- قدمي تسبب لي مشكلة خطيرة جدًا,4- قدمي تسبب لي مشكلة كبيرة,3- قدمي تسبب لي مشكلة معتدلة,2- قدمي تسبب لي مشكلة بسيطة,1- قدمي لا تسبب لي أي مشكلة
4-هل تؤثر مشاكل قدميك على قدرتك على المشي على الأسطح الوعرة والصخرية؟ (يرجى تحديد خانة واحدة فقط),9- لا ينطبق لأنني أختار عدم القيام بذلك,5- قدمي تسبب لي مشكلة خطيرة جدًا,4- قدمي تسبب لي مشكلة كبيرة,3- قدمي تسبب لي مشكلة معتدلة,2- قدمي تسبب لي مشكلة بسيطة,1- قدمي لا تسبب لي أي مشكلة
5-خلال الأسبوعين الماضيين، كم كان الألم في قدميك؟,6- ألم شديد جدًا,5- ألم شديد,4- ألم معتدل,3- ألم خفيف,2- قليل جدًا من الألم,1- غير مؤلم
6-خلال الأسبوعين الماضيين، كم مرة شعرت بالوعي تجاه قدميك؟,6- طوال الوقت,5- معظم الوقت,4- جزء كبير من الوقت,3- بعض الوقت,2- قليلًا من الوقت,1- أبدًا
7-خلال الأسبوعين الماضيين، كم مرة شعرت بأنه طفح كيلك بسبب قدميك؟,6- طوال الوقت,5- معظم الوقت,4- جزء كبير من الوقت,3- بعض الوقت,2- قليلًا من الوقت,1- أبدًا
8-خلال الأسبوعين الماضيين، كم مرة قلقت بأن حالة قدميك ستسوء في المستقبل؟,6- طوال الوقت,5- معظم الوقت,4- جزء كبير من الوقت,3- بعض الوقت,2- قليلًا من الوقت,1- أبدًا
9-خلال الأسبوعين الماضيين، هل شعرت أن قدميك ليستا جزء من جسمك؟,1- كلا,2- بعض الوقت,3- نعم
10-بسبب قدميك، هل واجهت مشاكل في النوم في الأسبوعين الماضيين؟ (يرجى تحديد خانة واحدة فقط),5- دائمًا,4- غالبًا,3- أحيانًا,2- نادرًا,1- لا
11-هل واجهت مشاكل في ارتداء حذائك اليومي بسهولة في الأسبوعين الماضيين؟ (يرجى تحديد خانة واحدة فقط),6- لم أتمكن من ارتداء الحذاء بسهولة على الإطلاق,5- نادرًا بسهولة,4- أحيانًا بسهولة,3- عادةً بسهولة,2- دائمًا بسهولة
12-خلال الأسبوعين الماضيين، كم مرة استطعت ان ترتدي أي حذاء أعجبك؟,6- أبدًا,5- قليلًا من الوقت,4- بعض الوقت,3- جزء كبير من الوقت,2- معظم الوقت,1- طوال الوقت
13-إذا كان بإمكانك شراء أي حذائ تريد، ما مدى سهولة العثور على حذاء جديد يناسبك بشكل مريح؟,5- صعوبة كبيرة,4- عض الصعوبة,3- بعض الصعوبة,2- بسهولة,1- بسهولة كبيرة
14-بشكل عام، كيف تصف صحة قدمك؟,5- سيئة,4- متوسطة,3- جيدة,2- جيدة جدًا,1- ممتازة
15-بشكل عام، كيف تصف صحتك العامة؟,5- سيئة,4- متوسطة,3- جيدة,2- جيدة جدًا,1- ممتازة
