@title,QBS
هذا الاستبيان يهدف إلى معرفة كيف يؤثر ألم ظهرك على حياتك اليومية. قد يجد الأشخاص الذين يعانون من مشاكل في الظهر صعوبة في أداء بعض أنشطتهم اليومية. نود معرفة ما إذا كنت تجد صعوبة في أداء أي من الأنشطة المدرجة أدناه بسبب ظهرك. لكل نشاط يوجد مقياس من 0 إلى 5. يرجى اختيار خيار واحد لكل نشاط (لا تتجاوز أي نشاط) ووضع دائرة حول الرقم المقابل.
اليوم، هل تجد صعوبة في أداء الأنشطة التالية بسبب ظهرك؟
1) اﻟﻨﮭﻮض ﻣﻦ اﻟﺴﺮﯾﺮ,5- ﻏﯿﺮ ﻗﺎدر ﻋﻠﻰ اﻟﻘﯿﺎم ﺑه,4- ﺻﻌﺐ ﺟﺪًا,3- ﺻﻌﺐ ﺑﺸﻜﻞ ﻣﻌﺘﺪل,2- ﺻﻌﺐ ﻧﻮﻋًﺎ ﻣﺎً,1- ﺻﻌﺐ ﻗﻠﯿﻼً,0- ﻏﯿﺮ ﺻﻌﺐ ﻋﻠﻰ اﻹطﻼق
2) اﻟﻨﻮم طﻮال اﻟﻠﯿﻞ,5- ﻏﯿﺮ ﻗﺎدر ﻋﻠﻰ اﻟﻘﯿﺎم ﺑه,4- ﺻﻌﺐ ﺟﺪًا,3- ﺻﻌﺐ ﺑﺸﻜﻞ ﻣﻌﺘﺪل,2- ﺻﻌﺐ ﻧﻮﻋًﺎ ﻣﺎً,1- ﺻﻌﺐ ﻗﻠﯿﻼً,0- ﻏﯿﺮ ﺻﻌﺐ ﻋﻠﻰ اﻹطﻼق
3) اﻟﺘﻘﻠﺐ ﻓﻲ اﻟﺴﺮﯾﺮ,5- ﻏﯿﺮ ﻗﺎدر ﻋﻠﻰ اﻟﻘﯿﺎم ﺑه,4- ﺻﻌﺐ ﺟﺪًا,3- ﺻﻌﺐ ﺑﺸﻜﻞ ﻣﻌﺘﺪل,2- ﺻﻌﺐ ﻧﻮﻋًﺎ ﻣﺎً,1- ﺻﻌﺐ ﻗﻠﯿﻼً,0- ﻏﯿﺮ ﺻﻌﺐ ﻋﻠﻰ اﻹطﻼق
4) اﻟﺮﻛﻮب ﻓﻲ اﻟﺴﯿﺎرة,5- ﻏﯿﺮ ﻗﺎدر ﻋﻠﻰ اﻟﻘﯿﺎم ﺑه,4- ﺻﻌﺐ ﺟﺪًا,3- ﺻﻌﺐ ﺑﺸﻜﻞ ﻣﻌﺘﺪل,2- ﺻﻌﺐ ﻧﻮﻋًﺎ ﻣﺎً,1- ﺻﻌﺐ ﻗﻠﯿﻼً,0- ﻏﯿﺮ ﺻﻌﺐ ﻋﻠﻰ اﻹطﻼق
5) اﻟﻮﻗﻮف ﻟﻤﺪة 30-20 دﻗﯿﻘﺔ,5- ﻏﯿﺮ ﻗﺎدر ﻋﻠﻰ اﻟﻘﯿﺎم ﺑه,4- ﺻﻌﺐ ﺟﺪًا,3- ﺻﻌﺐ ﺑﺸﻜﻞ ﻣﻌﺘﺪل,2- ﺻﻌﺐ ﻧﻮﻋًﺎ ﻣﺎً,1- ﺻﻌﺐ ﻗﻠﯿﻼً,0- ﻏﯿﺮ ﺻﻌﺐ ﻋﻠﻰ اﻹطﻼق
6) اﻟﺠﻠﻮس ﻋﻠﻰ ﻛﺮﺳﻲ ﻟﺴﺎﻋﺎت,5- ﻏﯿﺮ ﻗﺎدر ﻋﻠﻰ اﻟﻘﯿﺎم ﺑه,4- ﺻﻌﺐ ﺟﺪًا,3- ﺻﻌﺐ ﺑﺸﻜﻞ ﻣﻌﺘﺪل,2- ﺻﻌﺐ ﻧﻮﻋًﺎ ﻣﺎً,1- ﺻﻌﺐ ﻗﻠﯿﻼً,0- ﻏﯿﺮ ﺻﻌﺐ ﻋﻠﻰ اﻹطﻼق
7) ﺻﻌﻮد درج واﺣﺪ,5- ﻏﯿﺮ ﻗﺎدر ﻋﻠﻰ اﻟﻘﯿﺎم ﺑه,4- ﺻﻌﺐ ﺟﺪًا,3- ﺻﻌﺐ ﺑﺸﻜﻞ ﻣﻌﺘﺪل,2- ﺻﻌﺐ ﻧﻮﻋًﺎ ﻣﺎً,1- ﺻﻌﺐ ﻗﻠﯿﻼً,0- ﻏﯿﺮ ﺻﻌﺐ ﻋﻠﻰ اﻹطﻼق
8) اﻟﻤﺸﻲ ﻣﺴﺎﻓﺔ ﺑﻀﻌﺔ ﺷﻮارع (400-300 م),5- ﻏﯿﺮ ﻗﺎدر ﻋﻠﻰ اﻟﻘﯿﺎم ﺑه,4- ﺻﻌﺐ ﺟﺪًا,3- ﺻﻌﺐ ﺑﺸﻜﻞ ﻣﻌﺘﺪل,2- ﺻﻌﺐ ﻧﻮﻋًﺎ ﻣﺎً,1- ﺻﻌﺐ ﻗﻠﯿﻼً,0- ﻏﯿﺮ ﺻﻌﺐ ﻋﻠﻰ اﻹطﻼق
9) اﻟﻤﺸﻲ ﻋﺪة ﻛﯿﻠﻮﻣﺘﺮات,5- ﻏﯿﺮ ﻗﺎدر ﻋﻠﻰ اﻟﻘﯿﺎم ﺑه,4- ﺻﻌﺐ ﺟﺪًا,3- ﺻﻌﺐ ﺑﺸﻜﻞ ﻣﻌﺘﺪل,2- ﺻﻌﺐ ﻧﻮﻋًﺎ ﻣﺎً,1- ﺻﻌﺐ ﻗﻠﯿﻼً,0- ﻏﯿﺮ ﺻﻌﺐ ﻋﻠﻰ اﻹطﻼق
10) اﻟﻮﺻﻮل إﻟﻰ اﻟﺮﻓﻮف اﻟﻌﺎﻟﯿﺔ,5- ﻏﯿﺮ ﻗﺎدر ﻋﻠﻰ اﻟﻘﯿﺎم ﺑه,4- ﺻﻌﺐ ﺟﺪًا,3- ﺻﻌﺐ ﺑﺸﻜﻞ ﻣﻌﺘﺪل,2- ﺻﻌﺐ ﻧﻮﻋًﺎ ﻣﺎً,1- ﺻﻌﺐ ﻗﻠﯿﻼً,0- ﻏﯿﺮ ﺻﻌﺐ ﻋﻠﻰ اﻹطﻼق
